configuration,task_id,round,status,dispatched,metric,score,cost_usd,input_tokens,cached_tokens,output_tokens,reasoning_tokens,evaluation_sha256,stats_sha256
DataOnly,archeology-hard-1,first,completed,true,success,0,0.05894,113829,107659,2089,561,4ab9b860e48384249d60ead53381eccde411a599b1a243c05df40861705e0f8a,96f75961f2b88d9e3eb849878f09f5c6935088c7db7bcbb24f5402402a7de957
DataOnly,archeology-hard-12,first,completed,true,success,0,0.016758,31421,28922,498,198,0de4504566f2c51d4e059575a006899ce96b5a211d9597276275a47535f04f3b,18eebff7f385d4b0fc923c8bed1a1c8089a5c475b4252cd0f311a0642371dd7d
DataOnly,archeology-hard-2,first,completed,true,success,0,0.041384,90050,85511,1267,283,cd71f97762765832175de59a6a01f8efd9e27b1609c58f9b3144be7a413a7954,efb5f456e621c9d813f8eece6352acc1f6ddda93d55108b81be14e88de3c44a2
DataOnly,archeology-hard-5,first,completed,true,success,0,0.063612,131031,123730,2022,834,b201fc995b66947cce122bfbb53dba22698c9479920a5e23c5d4165ae2eb04d7,d6f56bfa7f886c4e182fadaeef4e3c2fd735e9c94072c4b495991d77347aa6bc
DataOnly,archeology-hard-7,first,completed,true,success,1,0.028024,42139,39712,1269,480,8bb1066ff7a5cd82646d6d52242a5139d636af3c33341c477d1595a9b42e3d4c,e142f56fdbce296014b2507a829457957fc6e05a7dd4e9f3dd08b50a76391c5e
DataOnly,archeology-hard-9,first,completed,true,success,0,0.035337,42921,40205,1822,655,3e000df400751c12c995d90f210e079b282c1336d7c405d2d6ec35c615a0abdb,3bf55234e37b4cfb5366d555298a7f5d123f4ef7419effe00a79a30cf331ad36
DataOnly,astronomy-easy-1,first,completed,true,success,1,0.025018,53589,50958,797,256,233e60d19079681616175f1631b771f452e5e6fd85367bd42bf899542f32973f,75818ec20214508ffb4832805195a579dc2329e2de2ba40d5861cdf67315e63b
DataOnly,astronomy-easy-2,first,completed,true,success,1,0.020043,32461,29633,705,36,6132460d7a38ccb19c85c10194a13ac6135623934aff3217b59aa08550c3b91e,be1272f5cc39a85bd140dcd8e1c66f3ddb3a1c02f4b2c1d33ba0ab53c3695c9e
DataOnly,astronomy-easy-3,first,completed,true,success,0,0.031517,45495,41574,1280,505,661e1be538aff380aced60245a6fe20264524a43527a72b90d09fe3634d28269,00d852a6d6a00835c0f24f9270459a030036cef584c8234078a0136897b26827
DataOnly,astronomy-easy-4,first,completed,true,llm_paraphrase,1,0.035866,55375,52129,1579,565,ed84692d74d6703fd73d5471f5f5194c09ca23f815f1273df262c736cc60ad10,79dcb1220195a82d2d7b66647522b4e6d8630b52249064a50027ff04cb67bae0
DataOnly,astronomy-easy-5,first,completed,true,success,1,0.019491,30315,28615,864,331,77fb0d2172c48df150d5fc9d23808b5384917049afe8492ca3c6dffc5c8b2c81,8453ce3c5cfb9dcd3200cccedc967c79009bef0a109b303c181778a8fa800e55
DataOnly,astronomy-easy-6,first,completed,true,f1_approximate,0.0,0.035124,44838,41300,1649,704,d48625f5de0d775f480e3efd7161d60d2d283e7fd4f124ed1ae278c6907cbf52,71bb2cc79fa0fd067f7d5ebbfef22de44ce596bcfcd78ba870f23e866a589abb
DataOnly,astronomy-hard-10,first,completed,true,f1,1.0,0.099643,115197,106086,5017,1018,d32f313b051f5decd6a83f8011b16f4f52d40c31e90b553c5962eb6e27963f8e,79b571524a00de034c21de188c3f401890cdaf6a744474d63afa2864731a1055
DataOnly,astronomy-hard-11,first,completed,true,success,0,0.152311,223920,209856,6851,3209,375c86fa76b02d29ec0aba42c628c26ee4812dd8f55e7f051addce04e60d34a4,ba5ebb3aa6ed654d279b8e89018ac009291c71894de55f29f1943cb138643b28
DataOnly,astronomy-hard-12,first,completed,true,success,0,0.058693,57906,53546,3272,1204,eeb6c40e30c4dec02d9b85eb311cfea72d3da93016ac72440892f69530620379,3f22fb84d70cd526e9e02c8d2aa6ec4d41d500852351baac7a87d88d016f88a7
DataOnly,astronomy-hard-7,first,data_readiness_blocked,false,success,0,,,,,,90014767058d66908f99ad3f6396d0930ec144b3b18cbcbb6afd6e2c61331ff6,e753ae22da5d9f299942c7237e24e3d1e9a09fa35076d3b5b45a30d014400c5f
DataOnly,astronomy-hard-8,first,completed,true,f1_approximate,0.0,0.04544,55322,51371,2272,735,a921625cbbb1f3d2416f42cbc2ea23476a7d49c4de1d29242527f7093a0cb5b3,b07494cb92e5c94aa1a7c7caaf46316228bc188d493bdfa787443d3f9890237b
DataOnly,astronomy-hard-9,first,completed,true,success,1,0.046898,75516,70019,1825,687,c176991bddc6797ef9751ca47877ff49303120d470c4a411280c78ed568e9a6c,cd38908a2b6720cd48be7c3e08160a289aa4c0ae4c9d2187c005408207808c63
DataOnly,biomedical-easy-2,first,completed,true,success,1,0.035929,77789,73665,1079,490,7299982f89ae34b816f1ab2c2d0a2e0b7cbfff29b152355719d47eb1193fe365,73a78ec82540ad56ce13350f5051d6cc2e0450ebb03c3955bc664e11b91b7993
DataOnly,biomedical-easy-6,first,completed,true,success,1,0.027278,62840,59821,773,176,d58ed8783c6f2bb79c4b2b79a24872fc3cb13f5fec74b2b262c843e5962182d0,73a9fd52536c0d4554cc9700692c757da79c65b8aa8071c396f275b19519ff92
DataOnly,biomedical-easy-9,first,completed,true,success,1,0.03885,79237,75258,1320,570,64fa3b6d0e238fd46fe92c731dfaa6a7737359833c4844a14a47afc8beee8fbc,e8ace5e83cdc99777cea766197d9fd35d3b96ba9de69b71d98d4e227ee7fac20
DataOnly,biomedical-hard-1,first,completed,true,success,1,0.056635,108153,100253,1732,554,aa65f6837cd9b6defd10ac6b9703b803e38b7f90f963bf49839a7cc48eaecbec,ff4ede0d3dbf33e3aa1d5e276c3e051b64d977a056d8191aa7fc94b46542e61e
DataOnly,biomedical-hard-3,first,completed,true,success,1,0.040301,82666,77855,1259,515,500317538eeb2b513243d23e09a3bbd7a15db472710139a248eacdb8052b3642,3470fc0da8c22da3b4e4fec4b8086d72ee7781110db85c08a4cf902fdd9c5e86
DataOnly,biomedical-hard-4,first,completed,true,f1,1.0,0.037563,73978,67983,998,142,fe77975246257e3d1ac447f3c894c5888ad232c1a4efdccc18cca92490173e7c,98aec09c5c6840550716c41c3d1d7415dd5f44927f57f0486a7551c4a70b8613
DataOnly,biomedical-hard-5,first,completed,true,success,0,0.054337,117505,111874,1725,545,44fdb6eef46d32d515ac0d6138fa32982d3ecdc4a58ce91ccc7165d4abffce17,d80c6b385a343eb9dd370f2d0dae94037df85c5e07156b93e348c47019fdaaf8
DataOnly,biomedical-hard-7,first,completed,true,success,0,0.010007,29025,28084,209,42,90b84ba482fc525dd9fb32856cf1f5517cbb7f708e712200779cd2d8ebba4409,164e88c4d9e68a40d011de68555688bc680f26e837102f9eea736952c99aa98e
DataOnly,biomedical-hard-8,first,completed,true,f1,1.0,0.025768,55539,52001,691,164,3e07d5f6fc3d07774ffdbc2336c462cb6a97aac2f3898ced7c25531ba7fae7e7,5449771e828e87454aa134ee2fb57e8ed60850d27ed6d3ebf59989983102b627
DataOnly,environment-easy-1,first,completed,true,success,1,0.016392,39268,37858,500,142,e5b64a689d82896cc50dced90394b8cb4de40d11ecc1488c182a62b70c391d46,5fc0af8755faab70debd9bc32b515e8be80ce5cc8b9de956e4af052f0ca1d520
DataOnly,environment-easy-2,first,completed,true,f1,1.0,0.037801,65887,62367,1524,372,8cab3bcae22263fda2d1026ab46b4810b82f4331c3ed893b3f5b8407b931e35f,8d3910cd78aa5f3a3446435c10d6f2c57f01a254b86c01bec6c5ccb681ae5644
DataOnly,environment-easy-3,first,completed,true,success,1,0.027315,42103,39526,1188,346,0abd125193f5745e70a00fb14746828bd9c9dbbb1710cfd995dee5d8a317f85c,c7cf3165868e6f533fad3416e43dd54abb14ab78a82e50a621bf724e1b30daf1
DataOnly,environment-easy-4,first,completed,true,success,1,0.032967,66499,63226,1148,373,c09016fc1458958a9ad080c741e364f7b1fdfd6d619af24125c7e4838d7333d8,b2ae48d22b9ba5263eab32d338aa64349b957e88ed470ccf74891b314af318bb
DataOnly,environment-easy-5,first,completed,true,success,1,0.014113,29704,28344,477,44,9ff44b1beee879a752c4711714dc193892ca355859a62e7430e220d8057d0363,6d935da03010f09f0556abe40c6cd1d27db02e76b464ecb94d006ba9b16b1779
DataOnly,environment-easy-6,first,completed,true,success,1,0.036312,65342,62449,1503,596,eb11d48e819b45c0f3dea43b80c3fc9eb4266c3693e81dce68cbd87d2d3b5524,de81484f01c0f18c8c2a21295cd74c296c330d9e42b29f65abdf81338ba87206
DataOnly,environment-hard-10,first,completed,true,success,1,0.036613,60301,55607,1342,593,7fa2a75b5b6d59fa49eb7a9a29f0c3dfe827b27488af40f727de5c811a419907,f020c449b6833eb7b3072ce67c3a259d5cad768b69d65f079528f426d8fbd9c1
DataOnly,environment-hard-11,first,completed,true,success,1,0.024178,52585,49729,710,265,0ccf3e34017f277649bba4004d19b3b4c8df49fd760459bb314b812bedfcd46a,2e6ebe36e7a359d8106de1327d5ca3004024cfa50e6e2ca93e92d380ca05d003
DataOnly,environment-hard-12,first,completed,true,llm_paraphrase,1,0.027324,53347,50488,959,298,232ac41379dd9a63b540417093aadbb7fb54668315fc1f0d09e9cf6f4759933d,2ef40f48c3bd2e4fae5acc1d39e7bf55f33c36f1ca3f0a1f1011a43087d837c6
DataOnly,environment-hard-13,first,completed,true,success,1,0.035201,65263,61405,1267,633,234e291b86839afd542e4fcd4b6f349babae1a54e70e508682a1bdf16a394d40,2c283e63d931e4380e7d8d2191a809497332426d7da010fd3d711ec66690fe5c
DataOnly,environment-hard-14,first,completed,true,success,1,0.084852,108500,98349,3740,743,19a98f646c6d8d17ddc35ef6a5e9efdb14340bcc92820b60978978129082e452,a522a8b48f60ac3edc9da2c9ffb46759cc761cb818ea5e1def1506aa621703af
DataOnly,environment-hard-15,first,completed,true,success,1,0.031334,43173,39462,1335,313,f49c2b8a01023407b906214f89a8f3e734e7b22f15f96a3068bf56d42858c5e0,77373043f40df7a35e1273e3b34519e5dccae4484eb8e17b49b881abd5d2af44
DataOnly,environment-hard-16,first,completed,true,success,0,0.041258,67948,64470,1784,699,ae074222785feb26bc0e1062a1733e24955658ce2d81cbc063ed57db77addd75,c922dbe7f248508ed2ee14383dde26213a19a8fc0a3025b9bea2766d17e18548
DataOnly,environment-hard-17,first,completed,true,success,0,0.04777,73068,67728,1962,804,5c73d447dea8a013e2e6ac976187acf8bf0cd404e2ba2f6fc0a2bf5c8e94fc46,40ced5b5875803a1d5a5e95b8745c1cdc758bfde76bf7dff34bd22403957b03a
DataOnly,environment-hard-18,first,completed,true,llm_paraphrase,1,0.035166,46465,41751,1449,600,75a1c613f6a1307896d7f0c84b2aeaf893d8698482aa556212e2cd0610bf6cfe,3cb922726b87d443da50f2d2e49c3c27c80752cea9d65e13fcf21b4f099a2670
DataOnly,environment-hard-19,first,completed,true,success,1,0.041323,61256,57645,1881,626,8d35d24be9c4e4895b6f0e836e2e5503af1f5f1e7225da081513f5a179e97ece,a29139eb95a53969a59a7eed390e4294edb70133d18622bdecad454a65706b3a
DataOnly,environment-hard-20,first,completed,true,f1,0.6666666666666666,0.036361,56784,52666,1466,327,0fe13150c7a37bb2f318a1efa3d5223e41f386848184e2fa1ead9f45189c8194,fbb6916607ad8e20970376bb2161ccaeaad1bd2d298e88dee22d8c1c43a526b9
DataOnly,environment-hard-7,first,completed,true,success,1,0.034131,56133,52495,1363,547,e7d0b1588561a4f2c50aa0336d5e489fcc032a0c1294ce0d468384a5831340de,c7f754d272acc274c802d48518dc13d055d0a4d9c764e0246fb484d43baf34c4
DataOnly,environment-hard-8,first,completed,true,success,1,0.043827,72384,67305,1684,477,757a544fb65a4bcf5a5638e742535cbd8b9a12e076415470638ef5e9598ec3d1,487d3d170dc3c25b7693448160c0c961599c2ea81f0eb60c541bbe37741bc1fe
DataOnly,environment-hard-9,first,completed,true,f1,1.0,0.100903,157280,145485,4018,704,5581f71f6665d1c75013fff3ab0bbdbee7d95689a1b0767abc6ca6694b83f6f4,c4d1e157630c78f10a35b1488f0d883c13ff7e430fc2a9d4459d6ed97fd4cede
DataOnly,legal-easy-10,first,completed,true,f1,1.0,0.033221,55110,51484,1306,220,0631ecb3e0b674554f4b2b6d3d9ce30be7b692c8876eac5effe7fa806302717b,27b58672199c1e2319c5daf4d1f1f57f4bad08f18b086602ec31ab630807901d
DataOnly,legal-easy-11,first,completed,true,success,1,0.031259,54899,51393,1164,104,f8f8978d2bb30db74d223e97ee561b530857caa16db6d03473bcdd78e5fa159a,125beea2b0243520cbaba2d4e2720c624944669f09210763dd1acf7867b6bb79
DataOnly,legal-easy-12,first,completed,true,success,1,0.017356,29588,28240,751,385,76f9efb6ed9bd91f3d20928e248ee239a710e3a90c54f5c86e29cd46f4b69c9d,36bb5a16a2b0994859cf58fe11e27a3d738327e62a4a249f632794e3b5f1fd68
DataOnly,legal-easy-13,first,completed,true,success,1,0.014094,29570,28252,484,130,07f4d81bc37da01f2bd5e39de71b9e0082ad92d6b29cd856a3126b4344ad8726,867d7b0844e1fd313cd2b6da64c0d08f495c5c553fb8817010a9d43a2074c10c
DataOnly,legal-easy-19,first,completed,true,success,1,0.021372,30172,28298,997,326,31fc57654592e914fcd268c3a05df0773f10a1b1f37b044cf099d57e3463f04d,780e1d8b7efc039301037d6f850524edfa87cec5cd58a2716fdf17dd14c6b844
DataOnly,legal-easy-20,first,completed,true,success,1,0.01467,29771,28349,513,151,6b3bf9c37d182414b2a6d5bed0b5fef35b924b54fab7a6c4386f18774b3ffb8b,86688f8b2fa504a468184b3ed2c17b318c9ca23e00185520c11186b483e9e3ac
DataOnly,legal-easy-21,first,completed,true,success,1,0.023372,39767,38368,1075,787,ccf93c6159a93a28dd7675f8ea4e256113c49f0db55595908f9c8c8563ae1767,f8864cb2abdf41fe1faac835c97bd81da3269389c2ee683c8db9f46473a17c0b
DataOnly,legal-easy-25,first,completed,true,llm_paraphrase,1,0.031444,64575,61701,1113,280,500a01eb77077e35b87d3de58f26cfdad00b502a889e0ae938c750be335165a2,afe648e69dc8fe0283c2bc3350798dcff925887b1c076a8c096f2d37551f2b91
DataOnly,legal-easy-26,first,completed,true,f1,1.0,0.020169,41069,38927,675,168,8603d7af7252d1cc84c7ba098004b44f6ab1769c154b40bcd66f024544e06270,869e2a750c2554e66fa5ef2d79cd3d82a86a19377158809aff03db56b1b48b2a
DataOnly,legal-easy-27,first,completed,true,success,1,0.013084,29897,28150,330,83,6bd429b4eb82dbde94a8ea21063cadb226b352ba831b05504b26eb48dac8c3c8,2f5ac7d0c6ce156d803563cda860c0f7d49709183b949cd9ba734ac9cc1cc473
DataOnly,legal-easy-3,first,completed,true,rae_score,1.0,0.018409,40644,38913,597,104,84360a17f4ad3a035d75b8bb26f8f77baa316fdcab38fd3ac6d5156ae25e83f7,a278174cf97e8fd57782a262549b76c5ece71cff389370dd95d25bef993c1332
DataOnly,legal-easy-4,first,completed,true,success,1,0.018886,40942,38759,564,118,e42a5b579d8aae95248925bbbaf8e0df9eb952a4f1f58f543539a29674de280c,158ceefd013ce3b1a5d93fde32cfd856cafb6c2ab4fc2b57273bffed1d6dd195
DataOnly,legal-easy-5,first,completed,true,success,1,0.014369,28920,27917,565,183,0f60d76febf34b6d08d0cb07f9d73b03b9682cdf8816169f760e1dd5268cd6fd,497e6175d2e0aa979003b7c83206f86c69b4db49f8d290a830469db6758b5790
DataOnly,legal-easy-9,first,completed,true,success,1,0.01766,29963,28248,715,82,d756bb1211382dc97a2a344a453b34b465d5eb9c87747ce27bae6206ec223a36,2fee5bc857397f49aa72db5a8439992f21cc68f374d7b74dade2d2a2330387b1
DataOnly,legal-hard-1,first,completed,true,success,1,0.045063,57332,52367,2055,576,0131d35fdd0635344157af3d31262ab494ebf2815a3977394c9ba505fc41ead6,d8decb57490d8bd8d849acc2ba712cd2aa59793797dfe04cceccb0be5e3fad43
DataOnly,legal-hard-14,first,completed,true,f1,1.0,0.035827,55003,51144,1490,641,354e1d468d5d7fadd8b5b0286489403a91b1170931404f6691ccc671f73d6050,17bdd58ec052c5eb00408bc4b967c816cc348ce3be0b5cdb14b57d552fa1f09c
DataOnly,legal-hard-15,first,completed,true,success,0,0.034283,66051,62197,1178,339,a17375cae75632c3d9d1cbb73572c6dca6a97a8db74781529b350a8f52eb6bfc,e34d4e6dd7588e02071ce4ea089dec36a186ba3b85d4c607f95710d48d0aa3c4
DataOnly,legal-hard-16,first,completed,true,success,0,0.022652,29745,28079,1142,428,e9f49da3597b9b1c8a2e47a6d63517882c25d897304618334a5178ac50fa565e,86f10641312d0cec4c2fc4ecf330911a0c38f1ade9aa4a1f725487d6f887d548
DataOnly,legal-hard-17,first,completed,true,success,1,0.022889,43400,40653,772,162,c072e2c31f0c6b1f7d5ae480d4ac26e19e78218319926e564d8160692c23abb7,da7a6140ef6b09cd83ddd5ebbec0a4ce633cb5494c3458cd8a348da595fe00bd
DataOnly,legal-hard-18,first,completed,true,success,0,0.029775,32579,29417,1464,539,a9d38adfc8f53baf1b5464faa02ab905fd4cd134e481274abb84a549002ba963,50b8630cd8755bfb3086297b94dc8f39fc1cd34e9f5b63217120a76f2f4d8541
DataOnly,legal-hard-2,first,completed,true,llm_paraphrase,1,0.030064,42966,40151,1367,358,d61373db54a35e92cde6d2d6cb102eb7bceffbd6f80d98864a59992b561ac058,06c635f6487a7cd02a15edb72de79876185957f7e1502d8ac4cf4c5724d9b5e6
DataOnly,legal-hard-22,first,completed,true,success,0,0.028133,44654,40953,1045,318,cce27f3f17a17e1f375ef45fc347a6c6869d1e396dfe0e1ec71024eafd0e4755,c0db11608d44aefdf6eb436bb8ed0370c4a1332fc7afbfd070bb3caae49902b6
DataOnly,legal-hard-23,first,completed,true,llm_paraphrase,1,0.025121,31831,29105,1154,321,0654f6e2cf6b7d4284afc3929c0559ab92b3cd7e0dd9f157357cb4d0646d23f0,093ed6fe78de8b9dbb413da9011c2c7dbe2174321d53382c82e059ec59a761e8
DataOnly,legal-hard-24,first,completed,true,success,1,0.035525,59126,54553,1289,210,f32b20e5b9a3884202c2030a8f14663e567dbb279d0980d523e33f3f9bb0a164,b03b91c280dfd117a16c258548914ae272fec435048ea61c9613c99e26e4b9f7
DataOnly,legal-hard-28,first,completed,true,success,1,0.014944,30942,29018,441,174,addd14633fa560cb84891601b26ea674276f6aeefc18c991c276d2c891a8a5ff,63892e1f0e88c1f1aff8d4ae4816841e5c67c1d1df28c0918c79c7858fe819ef
DataOnly,legal-hard-29,first,completed,true,success,1,0.032794,53638,50372,1349,574,8c2f4a533aabd54d5cd65be0abe263460f4f17109686cfdf58181c6f6486029f,6a15fa526e10cbdb274fb47a453d27fc4b7f3c2b70a777aa4db773c7a33dfa53
DataOnly,legal-hard-30,first,completed,true,success,1,0.025869,42745,40156,1055,206,6f929aaf5cda7e2c1836363fd3bfb49ceb9a19e7c6f76df9cf60b473ebef8e59,f58fef89b76f27d609cbb53a6626208ad80380a5bf4f0f11f7dc6ff956d2ebc9
DataOnly,legal-hard-6,first,completed,true,success,1,0.032463,52920,50165,1410,370,ddac32a5352e4aa463d10d7bf6a41e1c8483dede242c5ff8274d144de2130ab2,a59a838eb74f23fa5d5970250c88ba68cb5960c518f1460bd8fd800890d3f43c
DataOnly,legal-hard-7,first,completed,true,success,1,0.020473,40654,38664,730,174,2fd3a159e2c4e5fc6d685d744b19410821cfa795eeac6dfeb1a42a0e3dec0a80,878f6d51d951f6bc4269fb1a0e7f65d47ddb7964d68d2592f895be5b2486f73e
DataOnly,legal-hard-8,first,completed,true,success,1,0.016964,30726,28809,614,113,2260e0c0642bf53d9079c3297e6c30098fdca4c121120b74bf9bf0cf44e56d89,15c4501abcbd9d40d043b328d3c6617fdef90e470669c75889192a75908c6f03
DataOnly,wildfire-easy-1,first,completed,true,success,0,0.027356,51710,48951,1004,217,f9ba01ba7a4ef2da3511a361c0280ec2712f759b61496b8ed0c0d3b424fcbdf4,a2925fe9b3f407100ecaa8ad64ab79b7bb3590ecb26adb6d6cee09f07129270d
DataOnly,wildfire-easy-13,first,completed,true,llm_paraphrase,1,0.015016,38497,37512,462,93,d519712a789dd4aca5dee3ded9510478602fc058f9301988a5a0ef05d09a4bcf,6575cbe8b0a67968481f714a479d8625da3aa176e5be6bd903421ad178e7e7c8
DataOnly,wildfire-easy-15,first,completed,true,success,1,0.023561,42211,39905,914,352,6fd90e2fec28948b92316c6e8ebcc3de7eef36eae1fdfb0b6cbc1a3c52079bc4,ef587a7979281bf5f5c00d814738b8a024067136df152ba134c6e7dc63f90e2e
DataOnly,wildfire-easy-2,first,completed,true,success,0,0.014271,28816,27876,568,73,065df8d76fb73ab16747837169df938eb373380619ab6cdd4b83adc74720d3d5,517a034df516672f8131161755f8e7c9c7bd33761dcf9b9d65758d1b0f6feda5
DataOnly,wildfire-easy-3,first,completed,true,f1,1.0,0.037137,74655,71445,1369,359,c1fdc89f617a25b7d0b79df4f6a9d6395380def6b982d69625740233bb6abcb9,7eea721a34145298f425835fc7b20d9f469b3aae9f1217b31b64d68e28bc0525
DataOnly,wildfire-easy-8,first,completed,true,success,1,0.016335,40206,38505,436,137,7927c3c975a5084a17743075f75d44c02b6e17d3b4eafa70cc6fe02b8456cdba,4d920708391e053c84019a5b0f7c13e01a8557dded3ba9dd8ef3ec87f973cffa
DataOnly,wildfire-easy-9,first,completed,true,rae_score,0.9076923076923077,0.028339,63991,61324,895,139,b4731c4953a380d5d1d0dac3bcbfae05540ce4afa60b86a766ed1ef1c7799d2d,8a1318b5ba2a026e3006c2ac29a78b52936cbee900cd84ab35cd6aec660c3c8d
DataOnly,wildfire-hard-10,first,completed,true,success,1,0.014988,31425,29270,402,62,935211d505e09faee9f03dc01f4008eec26a829ae057adf3a48a0c38f87a7e3d,d8fd9a557f0aed7b0808072e443ffd77bbabd180fbc2456dbb60b0d827781069
DataOnly,wildfire-hard-11,first,completed,true,success,1,0.012809,29703,28294,361,25,2b5cdfbfbae9155dfa0c5a747cb3fdac95b6588c521da592cee7819995cc502b,df189f34d0868734839335f2ea81e67552ac2fe9f535eade253d06ba7485eb97
DataOnly,wildfire-hard-12,first,completed,true,llm_paraphrase,1,0.031093,64054,61124,1084,456,078760f6833432de5a036a8ef33b2d66eebfac4c0f9fc21b81bf352dcca486cf,28b6ccd43de80fea69b8344e49582cf4bcb8dd5314095b4096029bc5fbc80bba
DataOnly,wildfire-hard-14,first,completed,true,rae_score,0.7386363636363636,0.020365,31456,29124,823,221,79e7c4073042fe7a2e7ebf6fbfdf6b8820f98f1bd54edb8d13758f0befc18409,08ee0be999fbf60a606cf6d2af685636dd83c44778c5d75bf94241149ac543d6
DataOnly,wildfire-hard-16,first,completed,true,f1,1.0,0.04412,85193,80101,1493,546,2f96054b72bcae10526b2b2dd2f4b6c84f892c467e4847d1e56e48b3ee473ab0,9c53b157019b8a6862e65c916fcab6ed2a9aad15e73303866baae67de507a5ac
DataOnly,wildfire-hard-17,first,completed,true,rae_score,0.7614431624739929,0.038132,95748,91322,918,306,1bd196ca12b26d3b1c625b90bfcd3bf433299ea5686f0f22c7e7777f08a6c07b,624b2bf9407cef1a03168e9420fe3492b0a98812f097b810c922b84bc0ee27e1
DataOnly,wildfire-hard-18,first,completed,true,llm_paraphrase,1,0.046806,56128,51981,2343,945,d9f3d14d6b1ef8f29a9471a5e9f7182a1758104bbc4a889ca3e6c5ba4bc82198,433c04a92afb433f91e6159a84af519e408cf31409bd5158081105af79f581c8
DataOnly,wildfire-hard-19,first,completed,true,rae_score,0.5,0.11249,124890,116179,5986,3005,a31ab66abf1218501d4a57563bcecec008caaa1cb6414499d4229c8af5e8da97,777f61c091e4e658c912b214f24992f47591522a9b8e6db487e1747c20fe1533
DataOnly,wildfire-hard-20,first,completed,true,success,1,0.03755,78408,74712,1268,426,12ba1836532fff9e4c8c78f2ba2dada3e90b2fcc2dd42a0faf789a8fa6a025f6,7ff325b1e7292c3791172bbd1d728e229a33fdbd7667fa955ab2ce968e5f11f2
DataOnly,wildfire-hard-21,first,completed,true,f1,0.6666666666666666,0.044741,85419,80294,1536,621,7b5cbf93f0c5f893be5fe1c7375d32607f3fff787daebf78f8016ac221db7841,1c96e4b99999bb2775223d41e9074bdbfaca1cdf1dddaddcf22daf30e958140d
DataOnly,wildfire-hard-4,first,completed,true,success,1,0.018589,31682,29115,636,95,01507ff5b5db9a62f2d0c5fc5eada0cc88385281590ff7765d17108da2d96e6d,274f314c39d3e54c5a7bb11c34bc5eb18478f1c425a8484fca08f3167f172af9
DataOnly,wildfire-hard-5,first,completed,true,success,1,0.031581,56137,52236,1111,280,65ae812d0e322e71887a2fbe571a61ea931969bfdf079e74f836db79d3b88af3,45832d51f1714f9bc7f3f9af99349a21a09f52e3e58fc60ad35f06047556bdfa
DataOnly,wildfire-hard-6,first,completed,true,rae_score,1.0,0.033098,56375,51831,1137,170,d707f53d983e170707519f55d033af494143b0fd03d842e820baf6c002324c82,e36ee74056742894cdbff4f7d48b0bc6c3d1c6dd2c46b069a3a6ec44f7c372ea
DataOnly,wildfire-hard-7,first,completed,true,llm_paraphrase,1,0.062825,75417,69774,3132,676,1e58a0f592c6dfaee5fce1a8448817d131104ccbc526f7bf9e13f0b17a215fd2,a9d35edca9dfec10f00dbe56b023f21f218bde486bdfd0ca7dc18350cc23149d
FlowOnly,archeology-easy-10,first,completed,true,success,1,0.010513,29518,28244,193,10,091a802688c512bffa23f0e03ac4223fc838afda6f3ea6605366eaa21a7dad68,51faa2296db519bfa360c52e81a6d12c8583959609c4578b8c1765812be155d4
FlowOnly,archeology-easy-11,first,completed,true,success,0,0.014028,29776,28331,456,177,533e1b895215848d271c9bfafa98c69a7da03afd0d631d8325f3f54d61fc9d5a,17cbbbbe5dcd0105adcfd518ff8934304505cfc58791170ddf3052080c35df5b
FlowOnly,archeology-easy-3,first,completed,true,success,1,0.018246,41234,38852,476,79,fa14d2652863eeeaa26800de31adace0c41c510835c4357cb6c91f33fc92594a,e0d517a9b5f7fbb177fcf2ee232511e4a58efa59649451ac43202cdbb02a3c31
FlowOnly,archeology-easy-4,first,completed,true,success,1,0.02883,66761,63429,790,267,4c90a3fd4e00d77f5c5dacf1379485955e1ca145a9dd233de7e6dbc79d79e431,cebefe7fb28e52b2f4a368884b2ca559c657d3db4fbbc2b0eebb0e543f909122
FlowOnly,archeology-easy-6,first,completed,true,success,1,0.017464,41232,38931,423,16,e33c4fb0589401ff242ffb82a8ca221f9d8769eb49dfdd9ecc35c41e515eba05,4b7f76b235e5efc4f5ef8006609355b6bb5090820728552869205d403a5fcb56
FlowOnly,archeology-easy-8,first,completed,true,success,0,0.010977,29146,28113,274,78,1a12c1475c3fc095003cadef045608983d71e1780aefc7f1a4bcd8a1271a35bd,791552aff49bdb74e2f39652f9b279cfcf1e2191d064ac7e4559901829bad8f8
FlowOnly,archeology-hard-1,first,completed,true,success,0,0.06501,112415,105009,2433,903,698a740d6c00702946b56a98cbdac2a5e139e4997f58a89835efe9150898d1bc,2642d97eccdcd861bb644bbff9d227a98267674053c064081e91651d7c4569f5
FlowOnly,archeology-hard-12,first,completed,true,success,0,0.021373,31698,29126,867,288,3db0c659865ea2012366e87ccd8a66ea200dfadbeba2a7080681aa29a0242e59,8cc5445963484daefab424db3fac56fe6855b4e5f1da7a82bfcf59472a8e8ff5
FlowOnly,archeology-hard-2,first,completed,true,success,0,0.052197,94297,88996,1983,808,a039849b00143191c9510fbd81c8e584df8f2ff61403fe5e73fbcd0f064f7676,e415cd3bc0551b53dc26a4bd52ee4eb1a3f76f05ae47d38eb4ab2a140c7c4f16
