dimension,task_id,principle_match,rich_sut,lean_sut,rich_score,lean_score,rich_answer,lean_answer,rich_cost,lean_cost,rich_steps,lean_steps,rich_input_tokens,lean_input_tokens,input_gap,setting_proven,more_context_observed,more_trace_work,rich_tool_calls,lean_tool_calls,rich_wf_ops,lean_wf_ops
info,legal-hard-15,True,DataflowSystemGPT52DeltaStats3kD2,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,243377,242682,0.026474,0.030231,6,7,40523,48579,-8056,True,False,False,4,5,4,5
sample,astronomy-easy-4,False,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,"The solar cycle averages about 11.5 years, with maxima in 1968, 1979, 1989, 2000, and 2014 and minima in 1964, 1976, 1986, 1996, and 2008","The solar activity cycle is approximately 11 years long; maxima occurred in 1970, 1980, 1990, 2002, and 2014, and minima occurred in 1964, 1976, 1986, 1996, and 2008",0.047862,0.042576,5,8,42948,65403,-22455,True,False,False,6,6,6,6
sample,astronomy-hard-10,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,"['Proton_flux_>30_Mev', -0.193]",No response from agent,0.139537,0.428911,10,26,186545,533108,-346563,True,False,True,13,66,11,10
sample,astronomy-hard-8,False,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.5,"[6.1655e-07, 5.1206e-07]","[6.3295e-07, 5.1632e-07]",0.17447,0.148222,10,11,142494,177514,-35020,True,False,False,12,21,8,15
sample,biomedical-hard-7,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,16,15,0.046059,0.01812,8,6,73126,34562,38564,True,True,True,6,4,5,3
sample,environment-hard-10,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,0.206,-0.062,0.119012,0.066499,10,9,129450,97716,31734,True,True,True,12,9,9,9
sample,environment-hard-13,False,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,11,12,0.026432,0.069632,5,8,36107,68054,-31947,True,False,False,3,6,3,3
sample,wildfire-hard-17,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.7614431624739929,4830.9,3317.4,0.090014,0.097848,11,13,143584,159142,-15558,True,False,True,14,13,13,11
sample,wildfire-hard-18,False,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,"Aggressive suppression is linked to slower containment (longer duration) but fewer buildings threatened, so it doesn’t make fires end faster even though it’s associated with reduced building impacts","More aggressive suppression is associated with fires lasting longer, but threatening fewer buildings, after controlling for weather",0.048917,0.051066,4,6,34319,54152,-19833,True,False,False,5,6,4,5
sample,astronomy-hard-10,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,"['Proton_flux_>30_Mev', -0.193]",No response from agent,0.08791,0.428911,5,26,88991,533108,-444117,True,False,False,10,66,9,10
sample,astronomy-hard-8,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.5,"[6.1655e-07, 5.1206e-07]","[6.3295e-07, 5.1632e-07]",0.128865,0.148222,9,11,117029,177514,-60485,True,False,False,15,21,10,15
sample,biomedical-hard-7,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,16,15,0.067643,0.01812,9,6,86285,34562,51723,True,True,True,7,4,5,3
sample,environment-hard-10,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,0.206,-0.062,0.09471,0.066499,8,9,98635,97716,919,True,True,False,8,9,8,9
sample,environment-hard-13,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,11,12,0.105699,0.069632,9,8,82497,68054,14443,True,True,True,7,6,3,3
sample,wildfire-hard-12,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,No,Yes,0.017882,0.016029,4,4,29820,27230,2590,True,True,False,2,2,2,2
sample,wildfire-hard-18,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats3kD2,1.0,0.0,"Controlling for weather, more aggressive suppression is linked to longer-lasting fires but fewer buildings threatened—so it does not make fires end faster, though it is associated with less building impact","More aggressive suppression is associated with fires lasting longer, but threatening fewer buildings, after controlling for weather",0.066297,0.051066,6,6,59919,54152,5767,True,True,False,6,6,4,5
sample,astronomy-easy-4,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,"Average period ≈ 11.5 years; maxima years: 1968, 1979, 1989, 2000, 2014; minima years: 1964, 1976, 1986, 1996, 2008","Average cycle period ≈ 11.5 years; maxima years: 1968, 1979, 1989, 2000, 2014; minima years: 1964, 1976, 1986, 1996, 2008",0.048004,0.111475,4,10,32063,90100,-58037,True,False,False,5,12,5,6
sample,environment-easy-2,True,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.028107,0.025782,6,6,44845,40779,4066,True,True,False,4,4,4,4
sample,environment-hard-7,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,10.87,0.11,0.037933,0.048516,6,8,47015,60930,-13915,True,False,False,5,7,5,7
sample,environment-hard-8,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,54.03,54.20,0.053225,0.074012,6,7,50352,83656,-33304,True,False,False,5,13,5,12
sample,legal-easy-19,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,0.523,0.827,0.017271,0.018044,4,5,22837,30255,-7418,True,False,False,2,3,2,3
sample,legal-hard-15,False,DataflowSystemGPT52Delta5kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,243377,242682,0.029676,0.030231,6,7,39716,48579,-8863,True,False,False,4,5,4,5
sample,archeology-hard-7,False,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,274,295,0.03303,0.044055,5,7,46663,55264,-8601,True,False,False,4,6,4,6
sample,biomedical-easy-2,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,68.5,68.1,0.021475,0.016424,5,4,31886,25006,6880,True,True,True,3,2,3,2
sample,environment-easy-2,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.11747,0.025782,6,6,169332,40779,128553,True,True,True,25,4,24,4
sample,environment-hard-7,False,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,10.87,0.11,0.04564,0.048516,6,8,52317,60930,-8613,True,False,False,5,7,5,7
sample,legal-easy-19,False,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,0.523,0.827,0.015694,0.018044,4,5,23725,30255,-6530,True,False,False,2,3,2,3
sample,legal-hard-15,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.0,243377,242682,0.033859,0.030231,7,7,59697,48579,11118,True,True,False,5,5,5,5
sample,wildfire-hard-17,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta3kSchemaOnly,1.0,0.023681277040891856,4830.9,203996.6,0.168326,0.056891,17,10,253596,84999,168597,True,True,True,19,10,14,9
info,environment-hard-10,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.0,0.206,0.222,0.119012,0.112107,10,7,129450,83143,46307,True,True,True,12,11,9,8
info,environment-hard-18,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.0,True,False,0.068289,0.080976,4,4,64646,63413,1233,True,True,False,12,14,12,14
info,environment-hard-9,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.4,"['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach']","['City Point Beach', 'Pleasure Bay / Castle Island']",0.220577,0.234371,8,9,173769,182408,-8639,True,False,True,30,33,21,20
info,legal-hard-1,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.0,12964.8727,13612.7273,0.101423,0.288872,11,13,157012,197894,-40882,True,False,False,11,18,10,10
info,wildfire-hard-17,True,DataflowSystemGPT52DeltaStats5kD2,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.7614431624739929,4830.9,3317.4,0.090014,0.095028,11,11,143584,117364,26220,True,True,True,14,14,13,12
sample,astronomy-hard-9,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats5kD2,1.0,0.0,24,46,0.130135,0.142274,9,9,167065,130557,36508,True,True,False,12,12,8,8
sample,environment-easy-2,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats5kD2,1.0,0.9333333333333333,"[2003, 2011, 2015, 2018, 2020, 2021, 2022, 2023]","[2003, 2011, 2018, 2020, 2021, 2022, 2023]",0.025701,0.029515,5,6,37403,44733,-7330,True,False,False,3,4,3,4
sample,legal-hard-22,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats5kD2,1.0,0.0,0.0555,0.0097,0.053563,0.037209,7,7,54670,53235,1435,True,True,False,6,6,5,5
sample,wildfire-hard-12,False,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52DeltaStats5kD2,1.0,0.0,No,Yes,0.017882,0.019444,4,5,29820,37042,-7222,True,False,False,2,3,2,3
sample,archeology-hard-7,False,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.0,274,295,0.03303,0.034723,5,7,46663,64064,-17401,True,False,False,4,6,4,6
sample,biomedical-easy-2,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.0,68.5,68.1,0.021475,0.015873,5,4,31886,24947,6939,True,True,True,3,2,3,2
sample,environment-hard-18,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.0,True,False,0.091091,0.080976,4,4,69519,63413,6106,True,True,False,13,14,13,14
sample,wildfire-hard-17,True,DataflowSystemGPT52Delta7kSchemaOnly,DataflowSystemGPT52Delta5kSchemaOnly,1.0,0.7614431624739929,4830.9,3317.4,0.168326,0.095028,17,11,253596,117364,136232,True,True,True,19,14,14,12
info,astronomy-hard-10,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52Delta7kSchemaOnly,1.0,0.0,"['Proton_flux_>30_Mev', -0.193]",No response from agent,0.08791,0.483222,5,26,88991,511517,-422526,True,False,False,10,81,9,9
info,astronomy-hard-9,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52Delta7kSchemaOnly,1.0,0.0,24,Error: The operation timed out.,0.130135,0.125335,9,9,167065,82484,84581,True,True,True,12,17,8,7
info,environment-hard-10,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52Delta7kSchemaOnly,1.0,0.0,0.206,0.288,0.09471,0.103034,8,9,98635,129566,-30931,True,False,False,8,11,8,11
info,environment-hard-12,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52Delta7kSchemaOnly,1.0,0.0,Wollaston Beach,Carson Beach,0.165667,0.070423,5,5,115017,67093,47924,True,True,True,21,11,20,11
info,environment-hard-8,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52Delta7kSchemaOnly,1.0,0.0,54.03,50.58,0.124925,0.045748,13,6,189002,53417,135585,True,True,True,12,5,9,5
info,environment-hard-9,True,DataflowSystemGPT52DeltaStats7kD2,DataflowSystemGPT52Delta7kSchemaOnly,1.0,0.4,"['Castle Island Beach', 'City Point Beach', 'Pleasure Bay Beach']","['City Point Beach', 'Pleasure Bay / Castle Island']",0.173042,0.172469,5,9,115305,165549,-50244,True,False,True,19,15,19,12
